band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming
Dauþuz,Todeswerk: Uranium II,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/dauþuz/todeswerk:-uranium-ii?albumId=1YFA2ihMX8pMHPdje30I,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTodeswerk-Uranium-II-full-length_1779386954412_200_200.webp?alt=media&token=bcfaca8a-3556-452a-8e16-8306e070e0c8,1YFA2ihMX8pMHPdje30I,False
Consecration,Exanimis,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Doom Metal, Death Metal, Doom",https://heavymetalbest.com/album/consecration/exanimis?albumId=1UPPGOkCESR5C3gnjOm2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FExanimis-full-length_1779310235702_200_200.webp?alt=media&token=9ecda744-5ba7-4548-8b33-c20f3a2b7efb,1UPPGOkCESR5C3gnjOm2,False
Horizon of Aeons,Timeless Forms of Desolation,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/horizon-of-aeons/timeless-forms-of-desolation?albumId=1N5TTea0GuwErB2CHcW4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTimeless-Forms-of-Desolation-full-length_1779037153984_200_200.webp?alt=media&token=ba6df746-4157-4299-bde8-828b78ee6da2,1N5TTea0GuwErB2CHcW4,False
Morgue Supplier,Mastering the Disease,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Death Metal, Grindcore",https://heavymetalbest.com/album/morgue-supplier/mastering-the-disease?albumId=xL8MsI453WVgXACqYDCk,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMastering-the-Disease-full-length_1780048204490_200_200.webp?alt=media&token=193b35cf-30c7-462f-bf3d-6f1168fd126f,xL8MsI453WVgXACqYDCk,False
Windswept,Howling in Baptismal Filth,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/windswept/howling-in-baptismal-filth?albumId=rmyekdkBbqfbY43KZ1nz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHowling-in-Baptismal-Filth-full-length_1780048349897_200_200.webp?alt=media&token=2cce2604-523f-4116-9bbc-17ba23595ede,rmyekdkBbqfbY43KZ1nz,False
Nidelgret,Trauerlärm,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/nidelgret/trauerlärm?albumId=pyVV3O3JjJaXp6MkugSa,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTrauerlärm-full-length_1780048214211_200_200.webp?alt=media&token=6cf8b49b-46ea-4cff-a4a1-3da28d8cc2f3,pyVV3O3JjJaXp6MkugSa,False
Disappear...,Stargazer,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/disappear.../stargazer?albumId=ibxZ33pDEjpCkUWFJD85,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStargazer-full-length_1780047800669_200_200.webp?alt=media&token=2cd610fd-1d67-4288-80f1-d3540453f2bb,ibxZ33pDEjpCkUWFJD85,False
Beyond Salvation,The Final Nail,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Thrash Metal, Thrash, Melodic Death Metal",https://heavymetalbest.com/album/beyond-salvation/the-final-nail?albumId=RoAlktiu2hbYoxFtALrb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Final-Nail-full-length_1780047707720_200_200.webp?alt=media&token=851b76c1-a998-40bd-959e-a35f61fcb006,RoAlktiu2hbYoxFtALrb,False
With Blood Comes Cleansing,Golgotha (20th Anniversary Edition),2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/with-blood-comes-cleansing/golgotha-(20th-anniversary-edition)?albumId=OfaMoWlfwdeB9FEAL2KK,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGolgotha-(20th-Anniversary-Edition)-full-length_1780048368084_200_200.webp?alt=media&token=5c89571e-6f85-4a27-a178-af2c5587eb0d,OfaMoWlfwdeB9FEAL2KK,False
Grave Pilgrim,The Pungent Wine of Pride,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,,https://heavymetalbest.com/album/grave-pilgrim/the-pungent-wine-of-pride?albumId=K7vnxi5sbE2TsaVyUh96,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Pungent-Wine-of-Pride-full-length_1780047820137_200_200.webp?alt=media&token=36c3c7aa-71ec-4b25-93d1-15750b28be8f,K7vnxi5sbE2TsaVyUh96,False
Ater Era,Sinistria,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/ater-era/sinistria?albumId=ItrT0KPdmNT4pnLCHpKB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSinistria-full-length_1780047612623_200_200.webp?alt=media&token=8a5ec170-d80f-4945-b6ba-568c5abc8bc8,ItrT0KPdmNT4pnLCHpKB,False
Jonestown,Promise of Enlightenment,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Thrash Metal, Heavy Metal, Thrash",https://heavymetalbest.com/album/jonestown/promise-of-enlightenment?albumId=CnztawRNSyMEhZPVxkxu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPromise-of-Enlightenment-full-length_1780048052963_200_200.webp?alt=media&token=aa571ecb-3389-45f8-9aae-fd306871742a,CnztawRNSyMEhZPVxkxu,False
Surrogoat,Consumed by the Wrath of Time,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Death, Thrash Metal, Death Metal",https://heavymetalbest.com/album/surrogoat/consumed-by-the-wrath-of-time?albumId=9zVcTAqrtwbIxs1wnGQk,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FConsumed-by-the-Wrath-of-Time-full-length_1780048314810_200_200.webp?alt=media&token=a7e43058-ead1-4fdd-9328-bf57228a784c,9zVcTAqrtwbIxs1wnGQk,False
Zimorog,Modern Slavic Horde,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Black Metal,https://heavymetalbest.com/album/zimorog/modern-slavic-horde?albumId=8mBZLoYIQu5MnImKi1Uc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FModern-Slavic-Horde-full-length_1780048429732_200_200.webp?alt=media&token=c9cc9342-670c-4fa9-9607-f5a2963a8670,8mBZLoYIQu5MnImKi1Uc,False
Funebrarum,Beckoning the Void of Eternal Silence,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,Death Metal,https://heavymetalbest.com/album/funebrarum/beckoning-the-void-of-eternal-silence?albumId=PTkcNSaP8z5txWYxXPzg,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBeckoning-the-Void-of-Eternal-Silence-full-length_1780490484008_200_200.webp?alt=media&token=d6912e00-9c0d-4c14-a906-35a14497d5ef,PTkcNSaP8z5txWYxXPzg,False
Devin Townsend,The Moth,2026-05-29,"May 29, 2026",May 2026,2026-05-29T00:00:00,"Rock, Progressive Metal, Ambient",https://heavymetalbest.com/album/devin-townsend/the-moth?albumId=sFnI13GLN2sIr7YYXzcY,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Moth-full-length_1780855948504_200_200.webp?alt=media&token=97fb4c07-d6d8-45db-9e72-6fec2d1eacee,sFnI13GLN2sIr7YYXzcY,False
Killing Suzy,Stillborn,2026-05-28,"May 28, 2026",May 2026,2026-05-28T00:00:00,,https://heavymetalbest.com/album/killing-suzy/stillborn?albumId=RjTKl0ShBVaHTX2onLlK,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStillborn-full-length_1779310314621_200_200.webp?alt=media&token=3fea488a-9e52-4006-b42b-7702ca673f87,RjTKl0ShBVaHTX2onLlK,False
Vimbulnatt,Der dunklen Tugenden. Echos,2026-05-28,"May 28, 2026",May 2026,2026-05-28T00:00:00,Black Metal,https://heavymetalbest.com/album/vimbulnatt/der-dunklen-tugenden.-echos?albumId=JefGO4Tku5sxDJ7yYsvD,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDer-dunklen-Tugenden.-Echos-full-length_1779037409072_200_200.webp?alt=media&token=23a7a791-044e-4bfa-8b86-3e510e312478,JefGO4Tku5sxDJ7yYsvD,False
Eternal Sword,Valorous,2026-05-27,"May 27, 2026",May 2026,2026-05-27T00:00:00,,https://heavymetalbest.com/album/eternal-sword/valorous?albumId=wJpc7407RoeGLqGDtNjM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FValorous-full-length_1779310256647_200_200.webp?alt=media&token=75284191-9521-44c8-92f1-c1c97ee0fb0c,wJpc7407RoeGLqGDtNjM,False
Galvanist,The Silence Between Stars,2026-05-27,"May 27, 2026",May 2026,2026-05-27T00:00:00,"Experimental Doom, Death Metal",https://heavymetalbest.com/album/galvanist/the-silence-between-stars?albumId=m2lawnMBCiOqD3aCIhxi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Silence-Between-Stars-full-length_1772659084934_200_200.webp?alt=media&token=b8ec0de1-e3cf-4594-af16-88d8c5c24e13,m2lawnMBCiOqD3aCIhxi,False
Gluttonous Overindulgence of Relentless Torture,Pandemonium,2026-05-27,"May 27, 2026",May 2026,2026-05-27T00:00:00,,https://heavymetalbest.com/album/gluttonous-overindulgence-of-relentless-torture/pandemonium?albumId=XYWrfGRrbBry21kVWj57,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPandemonium-full-length_1779035108643_200_200.webp?alt=media&token=19a0cf96-78cc-4325-bee4-b1d2b7d28cf6,XYWrfGRrbBry21kVWj57,False
Halter,Another Strong Hand for a Damned Land,2026-05-25,"May 25, 2026",May 2026,2026-05-25T00:00:00,"Doom, Death Metal, Doom Metal",https://heavymetalbest.com/album/halter/another-strong-hand-for-a-damned-land?albumId=ixUllYHLuv1kV4sWAcm7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAnother-Strong-Hand-for-a-Damned-Land-full-length_1779035181782_200_200.webp?alt=media&token=ff91d20e-1a07-4060-89f5-4f90434bade9,ixUllYHLuv1kV4sWAcm7,False
Insanity Deification,Stare of Eternal Dismemberment,2026-05-25,"May 25, 2026",May 2026,2026-05-25T00:00:00,,https://heavymetalbest.com/album/insanity-deification/stare-of-eternal-dismemberment?albumId=Nt5m76jkxtwgujCN6hFy,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStare-of-Eternal-Dismemberment-full-length_1779035263970_200_200.webp?alt=media&token=13a00689-e5c3-4855-8a58-f330e0eaf01c,Nt5m76jkxtwgujCN6hFy,False
Infestation,Rituals Beneath the Crimson Sun,2026-05-24,"May 24, 2026",May 2026,2026-05-24T00:00:00,,https://heavymetalbest.com/album/infestation/rituals-beneath-the-crimson-sun?albumId=WuoJhl5I6NJOSKolvOaf,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRituals-Beneath-the-Crimson-Sun-full-length_1779035252304_200_200.webp?alt=media&token=b6a618a7-02b1-4632-9aee-974d11b14732,WuoJhl5I6NJOSKolvOaf,False
Cerber,Essentia Straube,2026-05-23,"May 23, 2026",May 2026,2026-05-23T00:00:00,Death Metal,https://heavymetalbest.com/album/cerber/essentia-straube?albumId=mHZbSVYjGZyJXiGjPEwu,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEssentia-Straube-full-length_1779034996350_200_200.webp?alt=media&token=73ef85cd-bf70-4cc0-8a1f-b1ea852ac567,mHZbSVYjGZyJXiGjPEwu,False
Solipsism,Pedagogy for the Existentially Exhausted,2026-05-23,"May 23, 2026",May 2026,2026-05-23T00:00:00,Black Metal,https://heavymetalbest.com/album/solipsism/pedagogy-for-the-existentially-exhausted?albumId=76wxo5qefr287sLVp68c,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPedagogy-for-the-Existentially-Exhausted-full-length_1779035381463_200_200.webp?alt=media&token=9c8372e0-af4b-4caa-a3fc-169efc709c89,76wxo5qefr287sLVp68c,False
Abandon Agony,Endbringer,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/abandon-agony/endbringer?albumId=K0bMUmOizhQkICZ7EbqM,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEndbringer-full-length_1776271081412_200_200.webp?alt=media&token=75ce6eff-b56c-453f-94b3-cae44c59cae9,K0bMUmOizhQkICZ7EbqM,True
As the Sun Falls,Songs from the Veil,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/as-the-sun-falls/songs-from-the-veil?albumId=zIgXj6OrcE8nOFiNJhQc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSongs-from-the-Veil-full-length_1778585359121_200_200.webp?alt=media&token=29892740-7da1-4bc4-898f-7693eb321c8f,zIgXj6OrcE8nOFiNJhQc,False
Armored Saint,Emotion Factory Reset,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Heavy Metal,https://heavymetalbest.com/album/armored-saint/emotion-factory-reset?albumId=syKvSA5ulnfeB3JO1Aqi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEmotion-Factory-Reset-full-length_1778585342683_200_200.webp?alt=media&token=ec855052-fb2b-4ff6-9d4c-fb818308644d,syKvSA5ulnfeB3JO1Aqi,False
Hellevate,Killicon Valley,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Thrash Metal, Death Metal, Death, Power Metal, Thrash",https://heavymetalbest.com/album/hellevate/killicon-valley?albumId=ruCKpvCquuWx26U70Agz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FKillicon-Valley-full-length_1778681864758_200_200.webp?alt=media&token=90e7e72d-b35c-4702-98d5-912b9eb0c8a7,ruCKpvCquuWx26U70Agz,False
Doom's Day,A Church for the Damned,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Heavy, Punk, Heavy Metal, Doom Metal",https://heavymetalbest.com/album/doom's-day/a-church-for-the-damned?albumId=rJsOuqkh1GCrur3MADzH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Church-for-the-Damned-full-length_1779035072171_200_200.webp?alt=media&token=6120459d-4fca-4b4c-8a16-f4f51b79eeca,rJsOuqkh1GCrur3MADzH,False
Northborn,Northborn,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/northborn/northborn?albumId=qkYU46zYtabjtLLH2gmv,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNorthborn-full-length_1778585627324_200_200.webp?alt=media&token=7a814294-d6a3-45dd-bbe7-8fa4012fa9b5,qkYU46zYtabjtLLH2gmv,False
Barren Canyon,A Virulent Steam,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/barren-canyon/a-virulent-steam?albumId=p2DlcwKrChqV0GHreFFq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Virulent-Steam-full-length_1778681737183_200_200.webp?alt=media&token=f813d4f3-58a7-430a-8927-adf7726c7b66,p2DlcwKrChqV0GHreFFq,False
Deathstorm,Cascophonies,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Thrash Metal,https://heavymetalbest.com/album/deathstorm/cascophonies?albumId=mGpgKCT7uR3cnY6Px0CP,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCascophonies-full-length_1778585482399_200_200.webp?alt=media&token=832855be-c4f9-4d68-b725-491083a6da84,mGpgKCT7uR3cnY6Px0CP,False
Escaping Aghartha,Lurkers of Languid Waters,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/escaping-aghartha/lurkers-of-languid-waters?albumId=kmIbAxJK1F8JO4isIzXI,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLurkers-of-Languid-Waters-full-length_1779035079845_200_200.webp?alt=media&token=de9c5ff9-caa4-4f08-8188-82b69e300058,kmIbAxJK1F8JO4isIzXI,False
Harboured,We're Only the Love That We Lead,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/harboured/we're-only-the-love-that-we-lead?albumId=iRr5oMjM6f9Idp8mQU8Q,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWe're-Only-the-Love-That-We-Lead-full-length_1779035194797_200_200.webp?alt=media&token=02dbf19c-c711-415f-b657-5cac89d62234,iRr5oMjM6f9Idp8mQU8Q,False
Crimson Day,Dark Dimension,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Heavy Metal,https://heavymetalbest.com/album/crimson-day/dark-dimension?albumId=d16tjyHmLY2S369xjk3d,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDark-Dimension-full-length_1778585412038_200_200.webp?alt=media&token=a071ad75-656d-485e-8cac-b5a29b0747c2,d16tjyHmLY2S369xjk3d,False
Dark Millennium,Come,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Progressive Metal, Death, Death Metal, Doom Metal, Progressive",https://heavymetalbest.com/album/dark-millennium/come?albumId=cjGATjenxEPFmIzh0yGP,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCome-full-length_1779035043940_200_200.webp?alt=media&token=9672e4fc-81b4-42ee-aad3-ee5c65a5dbbd,cjGATjenxEPFmIzh0yGP,False
Keops,Bitter Story for Humanity,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Groove Metal, Heavy, Heavy Metal, Hard Rock",https://heavymetalbest.com/album/keops/bitter-story-for-humanity?albumId=ZCPxTatjq9LXI13EbVfN,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBitter-Story-for-Humanity-full-length_1778585607441_200_200.webp?alt=media&token=ca6c0857-f576-4db0-91cc-81368c4a2355,ZCPxTatjq9LXI13EbVfN,False
Burial Clouds,Burn Holy,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Doom, Doom Metal, Post-Metal",https://heavymetalbest.com/album/burial-clouds/burn-holy?albumId=Y7MW2LVn5hH2mI5tGgbI,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBurn-Holy-full-length_1779034969009_200_200.webp?alt=media&token=86ae9793-d9a2-4aea-8f42-c4ba30b202c9,Y7MW2LVn5hH2mI5tGgbI,False
Noituma,Yhdeksän sairautta,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/noituma/yhdeksän-sairautta?albumId=Lw3eJZvYuXv6ZfCWy2BG,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FYhdeksän-sairautta-full-length_1779035362212_200_200.webp?alt=media&token=562ce969-8b5a-409f-a910-df6833475bd4,Lw3eJZvYuXv6ZfCWy2BG,False
Embrace of Souls,The Battle of the Dead,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Power Metal,https://heavymetalbest.com/album/embrace-of-souls/the-battle-of-the-dead?albumId=JyBnR8yL6cTyV6Dl8LM8,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Battle-of-the-Dead-full-length_1778585547266_200_200.webp?alt=media&token=40aa4f93-d748-47cf-a154-a60be986fee3,JyBnR8yL6cTyV6Dl8LM8,False
Necrotesque,Et Mortui Resurgent,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Death Metal,https://heavymetalbest.com/album/necrotesque/et-mortui-resurgent?albumId=GQJ9LnqCuJyQnbmK2drg,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEt-Mortui-Resurgent-full-length_1779035344354_200_200.webp?alt=media&token=207b14d9-b295-4f4b-91c0-4e9351a06686,GQJ9LnqCuJyQnbmK2drg,False
Hexenaltar,Descending Curse,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Black Metal, Black, Thrash Metal",https://heavymetalbest.com/album/hexenaltar/descending-curse?albumId=DwlixKhaibcr5oyJHKV3,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDescending-Curse-full-length_1779035215243_200_200.webp?alt=media&token=816d8de4-c5bd-4cd3-9806-ac9aab702414,DwlixKhaibcr5oyJHKV3,False
Horrific Visions,Remnants of Atrophy,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,,https://heavymetalbest.com/album/horrific-visions/remnants-of-atrophy?albumId=B2q1SJtqkxP1azbEgI9f,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRemnants-of-Atrophy-full-length_1778585563346_200_200.webp?alt=media&token=bb644ec2-fe9c-4562-b900-c2db3cf67847,B2q1SJtqkxP1azbEgI9f,False
Deliverance,The Voyager Golden Banquet,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Black Metal, Sludge",https://heavymetalbest.com/album/deliverance/the-voyager-golden-banquet?albumId=AEYavR48SxvbixpZTWdL,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Voyager-Golden-Banquet-full-length_1778585502400_200_200.webp?alt=media&token=866501e3-48f6-47b7-b41d-134a7ecf1da8,AEYavR48SxvbixpZTWdL,False
Goat the Head,Death by Default,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Death Metal,https://heavymetalbest.com/album/goat-the-head/death-by-default?albumId=8JqlmuKVZABEwmQB4wRd,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDeath-by-Default-full-length_1779035158707_200_200.webp?alt=media&token=9b8911a9-20a2-41c8-9a54-bd475684a792,8JqlmuKVZABEwmQB4wRd,False
Downfall of Nur,And the Firmament Will Burn to Quench the Pain of This Earth,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Black Metal, Atmospheric Folk",https://heavymetalbest.com/album/downfall-of-nur/and-the-firmament-will-burn-to-quench-the-pain-of-this-earth?albumId=4IZbABHc0iXwnedEdBvU,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAnd-the-Firmament-Will-Burn-to-Quench-the-Pain-of-This-Earth-full-length_1778681794167_200_200.webp?alt=media&token=5e826cf9-6aea-476b-bda5-6cc9497b168e,4IZbABHc0iXwnedEdBvU,False
Maliciouz,Sympathypnotic Intercession,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,"Stoner Metal, Doom, Sludge, Doom Metal",https://heavymetalbest.com/album/maliciouz/sympathypnotic-intercession?albumId=44ThUukcvG3UEYG8YzAI,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSympathypnotic-Intercession-full-length_1779035291837_200_200.webp?alt=media&token=9e58b97b-1a84-4c48-81bb-2c90fd60d33d,44ThUukcvG3UEYG8YzAI,False
Lore,Psychotic Trance of the Black Nights,2026-05-22,"May 22, 2026",May 2026,2026-05-22T00:00:00,Black Metal,https://heavymetalbest.com/album/lore/psychotic-trance-of-the-black-nights?albumId=3LqKIaAsT8FfnN0COFP5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPsychotic-Trance-of-the-Black-Nights-full-length_1779035272408_200_200.webp?alt=media&token=c0b3e3db-a200-487f-bdbe-00628d19f514,3LqKIaAsT8FfnN0COFP5,False
Anna Fiori,Metztli,2026-05-21,"May 21, 2026",May 2026,2026-05-21T00:00:00,,https://heavymetalbest.com/album/anna-fiori/metztli?albumId=mbybNU5HJtyUqu5ITjzO,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FMetztli-full-length_1773431903652_200_200.webp?alt=media&token=309a0a36-46f1-4fdf-b776-66b397a88afb,mbybNU5HJtyUqu5ITjzO,True
Blossom Death,Spirit,2026-05-21,"May 21, 2026",May 2026,2026-05-21T00:00:00,"Doom, Gothic Metal, Rock, Doom Metal",https://heavymetalbest.com/album/blossom-death/spirit?albumId=jbJ3wZNtjTWxDmhcxY4y,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSpirit-full-length_1778524543804_200_200.webp?alt=media&token=d5712ce9-eb0a-4f50-bdda-9d33b2400530,jbJ3wZNtjTWxDmhcxY4y,False
Heaven Is Sleeping,Heaven Is Sleeping,2026-05-21,"May 21, 2026",May 2026,2026-05-21T00:00:00,"Doom Metal, Stoner",https://heavymetalbest.com/album/heaven-is-sleeping/heaven-is-sleeping?albumId=EkFjI35jvBfwy0Zfffqa,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHeaven-Is-Sleeping-full-length_1778681830196_200_200.webp?alt=media&token=30b7ac1e-aa31-456e-8518-f5d988e373d3,EkFjI35jvBfwy0Zfffqa,False
Desecresy,The Secret of Death,2026-05-21,"May 21, 2026",May 2026,2026-05-21T00:00:00,Death Metal,https://heavymetalbest.com/album/desecresy/the-secret-of-death?albumId=7haCp0cOHW4UAxWdi3vw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Secret-of-Death-full-length_1778524601283_200_200.webp?alt=media&token=2a6f12b7-1f89-4424-b0cd-7b500a8fa2a0,7haCp0cOHW4UAxWdi3vw,False
